001,Legislative Branch,00,Legislative Branch,,"Receipts, Central fiscal operations",,803,Central fiscal operations,Mandatory,On-budget,-287,-132,-429,-385,-726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
001,Legislative Branch,00,Legislative Branch,,"Receipts, Central fiscal operations",,908,Other interest,Net interest,On-budget,-30,-17,-104,-61,-548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
001,Legislative Branch,00,Legislative Branch,241400,Charges for services to trust funds,,803,Central fiscal operations,Mandatory,On-budget,-28,-31,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
001,Legislative Branch,05,Senate,0000,Senate,00,801,Legislative functions,Discretionary,On-budget,126428,36115,154249,166424,215918,214602,160310,227030,248764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
001,Legislative Branch,05,Senate,0100,"Compensation of Members, Senate",00,801,Legislative functions,Mandatory,On-budget,0,0,0,0,0,0,0,0,0,8793,8578,8976,9776,10800,11676,17675,17675,17675,17656,18015,18000,17000,17000,17000,18000,18000,18000,19000,20000,21000,21000,22000,23000,23000,23000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000
001,Legislative Branch,05,Senate,0101,Mileage of the Vice President and Senators,00,801,Legislative functions,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,60,60,57,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
001,Legislative Branch,05,Senate,0107,"Expense allowances of the Vice President, President Pro Tempore, Majority and Minority Leaders and Majority and Minority Whips",00,801,Legislative functions,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,50,56,54,73,71,66,70,68,56,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
001,Legislative Branch,05,Senate,0108,Representation allowances for the Majority and Minority Leaders,00,801,Legislative functions,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,20,19,3,5,10,16,18,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
001,Legislative Branch,05,Senate,0110,"Salaries, Officers and Employees",00,801,Legislative functions,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,162245,172342,165277,190895,97425,51576,55110,62213,69382,66143,70052,65000,59000,64000,72000,81000,82000,87000,96000,117000,125000,135000,147000,148000,158000,172000,179000,186000,176000,166000,173000,172000,179000,186000,190000,194000,197000,201000
001,Legislative Branch,05,Senate,0115,Payments to widows and heirs of deceased members of Congress,00,801,Legislative functions,Mandatory,On-budget,0,0,0,0,0,0,0,0,0,70,0,0,165,0,0,98,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
001,Legislative Branch,05,Senate,0123,Miscellaneous Items,00,801,Legislative functions,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,9614,11193,9474,13165,5632,6232,7069,7516,9891,6598,7410,8000,1000,7000,8000,9000,10000,9000,14000,19000,19000,18000,17000,17000,18000,21000,19000,21000,19000,18000,20000,22000,21000,21000,21000,22000,22000,23000
001,Legislative Branch,05,Senate,0126,Secretary of the Senate,00,801,Legislative functions,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,652,711,655,666,666,727,877,1703,1855,1452,1967,9000,0,7000,5000,3000,3000,3000,9000,7000,2000,2000,2000,2000,2000,2000,2000,6000,6000,6000,6000,6000,9000,10000,10000,10000,11000,11000
001,Legislative Branch,05,Senate,0127,Sergeant at Arms and Doorkeeper of the Senate,00,801,Legislative functions,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,34421,48472,51824,64620,70271,68903,74489,89756,88480,79044,72410,75000,39000,71000,68000,72000,75000,85000,135000,122000,135000,141000,142000,136000,142000,154000,146000,142000,131000,123000,131000,130000,130000,129000,132000,134000,137000,140000
001,Legislative Branch,05,Senate,0128,Inquiries and Investigations,00,801,Legislative functions,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,46916,51050,48855,55141,57161,62673,67942,70773,74500,75000,75500,73000,59000,70000,76000,67000,68000,69000,103000,109000,118000,110000,120000,121000,129000,137000,141000,140000,131000,125000,132000,133000,133000,136000,139000,141000,144000,147000
